Result,Fighter,KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate
W,Philipe Lins,1,0,0,2,18,44,0.4090909090909091,18,44,0.4090909090909091,0,0,0.0,17,43,0.3953488372093023,1,1,1.0,0,0,0.0,13,38,0.34210526315789475,4,5,0.8,1,1,1.0
W,AJ Fletcher,0,1,1,201,7,17,0.4117647058823529,23,35,0.6571428571428571,0,0,0.0,6,13,0.46153846153846156,0,1,0.0,1,3,0.3333333333333333,1,7,0.14285714285714285,1,1,1.0,5,9,0.5555555555555556
L,Themba Gorimbo,0,0,1,120,6,10,0.6,15,26,0.5769230769230769,2,2,1.0,2,6,0.3333333333333333,3,3,1.0,1,1,1.0,5,9,0.5555555555555556,1,1,1.0,0,0,0.0
W,Clayton Carpenter,0,3,1,79,3,5,0.6,3,5,0.6,0,0,0.0,2,4,0.5,1,1,1.0,0,0,0.0,3,5,0.6,0,0,0.0,0,0,0.0
L,Juancamilo Ronderos,0,0,0,82,1,7,0.14285714285714285,46,56,0.8214285714285714,1,1,1.0,0,6,0.0,0,0,0.0,1,1,1.0,1,4,0.25,0,0,0.0,0,3,0.0
W,Islam Makhachev,0,0,0,457,57,95,0.6,95,135,0.7037037037037037,4,9,0.4444444444444444,36,72,0.5,18,20,0.9,3,3,1.0,45,82,0.5487804878048781,12,13,0.9230769230769231,0,0,0.0
L,Alexander Volkanovski,1,0,0,175,70,143,0.48951048951048953,164,255,0.6431372549019608,0,4,0.0,37,96,0.3854166666666667,21,33,0.6363636363636364,12,14,0.8571428571428571,58,125,0.464,6,10,0.6,6,8,0.75
W,Yair Rodriguez,0,1,0,0,62,107,0.5794392523364486,98,143,0.6853146853146853,0,0,0.0,36,76,0.47368421052631576,18,22,0.8181818181818182,8,9,0.8888888888888888,47,87,0.5402298850574713,7,9,0.7777777777777778,8,11,0.7272727272727273
L,Josh Emmett,0,0,0,181,22,52,0.4230769230769231,35,72,0.4861111111111111,1,4,0.25,17,44,0.38636363636363635,4,7,0.5714285714285714,1,1,1.0,13,40,0.325,1,2,0.5,8,10,0.8
W,Jack Della Maddalena,1,1,0,15,14,31,0.45161290322580644,18,35,0.5142857142857142,0,0,0.0,9,23,0.391304347826087,1,2,0.5,4,6,0.6666666666666666,5,18,0.2777777777777778,2,2,1.0,7,11,0.6363636363636364
L,Randy Brown,0,0,0,0,11,39,0.28205128205128205,11,39,0.28205128205128205,0,0,0.0,6,33,0.18181818181818182,2,3,0.6666666666666666,3,3,1.0,11,39,0.28205128205128205,0,0,0.0,0,0,0.0
W,Justin Tafa,1,0,0,3,8,16,0.5,8,16,0.5,0,0,0.0,6,13,0.46153846153846156,2,3,0.6666666666666666,0,0,0.0,5,12,0.4166666666666667,3,4,0.75,0,0,0.0
L,Parker Porter,0,0,0,0,7,16,0.4375,7,16,0.4375,0,0,0.0,5,13,0.38461538461538464,0,1,0.0,2,2,1.0,7,15,0.4666666666666667,0,1,0.0,0,0,0.0
D,Jimmy Crute,0,3,0,475,31,62,0.5,62,103,0.6019417475728155,6,12,0.5,27,58,0.46551724137931033,2,2,1.0,2,2,1.0,23,54,0.42592592592592593,5,5,1.0,3,3,1.0
D,Alonzo Menifield,2,0,0,235,56,83,0.6746987951807228,99,127,0.7795275590551181,0,0,0.0,53,80,0.6625,1,1,1.0,2,2,1.0,42,67,0.6268656716417911,4,4,1.0,10,12,0.8333333333333334
L,Tyson Pedro,0,0,0,181,45,81,0.5555555555555556,54,90,0.6,2,3,0.6666666666666666,18,45,0.4,20,27,0.7407407407407407,7,9,0.7777777777777778,39,74,0.527027027027027,5,6,0.8333333333333334,1,1,1.0
W,Modestas Bukauskas,0,0,0,57,44,109,0.4036697247706422,56,121,0.4628099173553719,0,0,0.0,25,88,0.2840909090909091,12,13,0.9230769230769231,7,8,0.875,34,95,0.35789473684210527,10,14,0.7142857142857143,0,0,0.0
W,Josh Culibao,0,1,0,14,16,45,0.35555555555555557,16,45,0.35555555555555557,0,0,0.0,3,24,0.125,3,8,0.375,10,13,0.7692307692307693,15,43,0.3488372093023256,1,2,0.5,0,0,0.0
L,Melsik Baghdasaryan,0,0,0,0,26,44,0.5909090909090909,26,44,0.5909090909090909,0,0,0.0,6,19,0.3157894736842105,8,10,0.8,12,15,0.8,24,41,0.5853658536585366,2,3,0.6666666666666666,0,0,0.0
L,Shannon Ross,0,0,0,0,1,4,0.25,1,4,0.25,0,0,0.0,0,1,0.0,0,0,0.0,1,3,0.3333333333333333,1,4,0.25,0,0,0.0,0,0,0.0
W,Kleydson Rodrigues,1,0,0,0,14,22,0.6363636363636364,16,24,0.6666666666666666,0,0,0.0,8,16,0.5,3,3,1.0,3,3,1.0,9,14,0.6428571428571429,5,7,0.7142857142857143,0,1,0.0
W,Jamie Mullarkey,0,0,0,287,59,104,0.5673076923076923,78,126,0.6190476190476191,3,4,0.75,28,70,0.4,13,14,0.9285714285714286,18,20,0.9,49,92,0.532608695652174,0,0,0.0,10,12,0.8333333333333334
L,Francisco Prado,0,1,1,10,28,75,0.37333333333333335,31,78,0.3974358974358974,0,2,0.0,18,58,0.3103448275862069,4,10,0.4,6,7,0.8571428571428571,28,75,0.37333333333333335,0,0,0.0,0,0,0.0
W,Jack Jenkins,0,0,0,360,82,123,0.6666666666666666,100,150,0.6666666666666666,4,5,0.8,45,81,0.5555555555555556,23,26,0.8846153846153846,14,16,0.875,53,90,0.5888888888888889,21,24,0.875,8,9,0.8888888888888888
L,Don Shainis,0,2,2,136,50,102,0.49019607843137253,128,187,0.6844919786096256,1,3,0.3333333333333333,26,68,0.38235294117647056,17,23,0.7391304347826086,7,11,0.6363636363636364,29,73,0.3972602739726027,14,21,0.6666666666666666,7,8,0.875
W,Loma Lookboonmee,0,1,0,36,17,27,0.6296296296296297,22,34,0.6470588235294118,2,3,0.6666666666666666,5,8,0.625,6,9,0.6666666666666666,6,10,0.6,12,20,0.6,4,5,0.8,1,2,0.5
L,Elise Reed,0,0,1,119,17,29,0.5862068965517241,41,60,0.6833333333333333,0,0,0.0,12,23,0.5217391304347826,1,2,0.5,4,4,1.0,7,18,0.3888888888888889,5,6,0.8333333333333334,5,5,1.0
L,Shane Young,0,0,0,3,80,196,0.40816326530612246,81,197,0.41116751269035534,0,3,0.0,42,151,0.2781456953642384,21,28,0.75,17,17,1.0,79,194,0.4072164948453608,1,2,0.5,0,0,0.0
W,Blake Bilder,0,0,0,103,111,190,0.5842105263157895,126,206,0.6116504854368932,1,7,0.14285714285714285,62,134,0.4626865671641791,11,17,0.6470588235294118,38,39,0.9743589743589743,107,182,0.5879120879120879,3,5,0.6,1,3,0.3333333333333333
L,Zubaira Tukhugov,0,0,0,131,70,169,0.41420118343195267,73,172,0.42441860465116277,0,4,0.0,64,160,0.4,4,7,0.5714285714285714,2,2,1.0,68,167,0.40718562874251496,2,2,1.0,0,0,0.0
W,Elves Brener,0,0,0,0,69,157,0.4394904458598726,82,170,0.4823529411764706,0,3,0.0,30,101,0.297029702970297,23,35,0.6571428571428571,16,21,0.7619047619047619,66,153,0.43137254901960786,3,4,0.75,0,0,0.0
L,Derrick Lewis,0,0,0,0,0,3,0.0,0,3,0.0,0,0,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0
W,Serghei Spivac,0,1,0,152,12,21,0.5714285714285714,36,54,0.6666666666666666,6,8,0.75,12,21,0.5714285714285714,0,0,0.0,0,0,0.0,0,3,0.0,0,0,0.0,12,18,0.6666666666666666
L,Da Woon Jung,0,0,0,348,18,52,0.34615384615384615,43,78,0.5512820512820513,1,5,0.2,11,42,0.2619047619047619,6,9,0.6666666666666666,1,1,1.0,7,36,0.19444444444444445,11,16,0.6875,0,0,0.0
W,Devin Clark,0,0,0,302,39,70,0.5571428571428572,96,136,0.7058823529411765,3,11,0.2727272727272727,22,51,0.43137254901960786,5,6,0.8333333333333334,12,13,0.9230769230769231,26,52,0.5,11,14,0.7857142857142857,2,4,0.5
W,Marcin Tybura,0,0,0,295,40,103,0.3883495145631068,61,133,0.45864661654135336,1,1,1.0,12,70,0.17142857142857143,19,24,0.7916666666666666,9,9,1.0,39,102,0.38235294117647056,0,0,0.0,1,1,1.0
L,Blagoy Ivanov,0,0,0,0,34,113,0.3008849557522124,34,113,0.3008849557522124,0,0,0.0,24,98,0.24489795918367346,10,15,0.6666666666666666,0,0,0.0,34,112,0.30357142857142855,0,1,0.0,0,0,0.0
D,Dooho Choi,0,0,1,238,50,78,0.6410256410256411,79,114,0.6929824561403509,0,0,0.0,11,37,0.2972972972972973,23,24,0.9583333333333334,16,17,0.9411764705882353,27,54,0.5,2,2,1.0,21,22,0.9545454545454546
D,Kyle Nelson,0,0,0,334,20,58,0.3448275862068966,39,80,0.4875,5,10,0.5,10,41,0.24390243902439024,7,10,0.7,3,7,0.42857142857142855,17,54,0.3148148148148148,3,4,0.75,0,0,0.0
L,Yusaku Kinoshita,0,0,0,1,10,24,0.4166666666666667,11,25,0.44,0,1,0.0,6,20,0.3,1,1,1.0,3,3,1.0,10,24,0.4166666666666667,0,0,0.0,0,0,0.0
W,Adam Fugitt,0,0,0,173,21,33,0.6363636363636364,33,54,0.6111111111111112,4,7,0.5714285714285714,16,23,0.6956521739130435,4,7,0.5714285714285714,1,3,0.3333333333333333,11,22,0.5,4,4,1.0,6,7,0.8571428571428571
L,Jeka Saragih,0,0,0,9,14,25,0.56,20,40,0.5,0,0,0.0,2,10,0.2,3,4,0.75,9,11,0.8181818181818182,10,20,0.5,2,3,0.6666666666666666,2,2,1.0
W,Anshul Jubli,0,1,0,427,38,51,0.7450980392156863,74,99,0.7474747474747475,2,5,0.4,36,47,0.7659574468085106,1,3,0.3333333333333333,1,1,1.0,6,14,0.42857142857142855,0,0,0.0,32,37,0.8648648648648649
W,JeongYeong Lee,0,0,0,50,25,57,0.43859649122807015,66,105,0.6285714285714286,0,0,0.0,18,50,0.36,7,7,1.0,0,0,0.0,18,49,0.3673469387755102,7,8,0.875,0,0,0.0
L,Yizha,0,0,0,499,24,58,0.41379310344827586,37,74,0.5,5,21,0.23809523809523808,17,48,0.3541666666666667,6,9,0.6666666666666666,1,1,1.0,13,46,0.2826086956521739,7,7,1.0,4,5,0.8
L,Toshiomi Kazama,0,0,0,0,4,10,0.4,4,10,0.4,0,0,0.0,4,10,0.4,0,0,0.0,0,0,0.0,4,10,0.4,0,0,0.0,0,0,0.0
W,Rinya Nakamura,2,0,0,3,11,25,0.44,11,25,0.44,0,0,0.0,11,25,0.44,0,0,0.0,0,0,0.0,10,24,0.4166666666666667,0,0,0.0,1,1,1.0
L,SeungGuk Choi,1,0,0,158,20,69,0.2898550724637681,30,83,0.3614457831325301,0,2,0.0,12,54,0.2222222222222222,3,5,0.6,5,10,0.5,20,67,0.29850746268656714,0,2,0.0,0,0,0.0
W,HyunSung Park,0,3,0,107,38,91,0.4175824175824176,59,125,0.472,1,3,0.3333333333333333,20,61,0.32786885245901637,1,3,0.3333333333333333,17,27,0.6296296296296297,37,88,0.42045454545454547,1,3,0.3333333333333333,0,0,0.0
W,JunYong Park,0,1,0,178,25,38,0.6578947368421053,38,52,0.7307692307692307,1,3,0.3333333333333333,20,33,0.6060606060606061,1,1,1.0,4,4,1.0,15,27,0.5555555555555556,0,0,0.0,10,11,0.9090909090909091
L,Denis Tiuliulin,0,0,0,0,8,22,0.36363636363636365,8,22,0.36363636363636365,0,0,0.0,4,16,0.25,4,6,0.6666666666666666,0,0,0.0,8,22,0.36363636363636365,0,0,0.0,0,0,0.0
W,Tatsuro Taira,0,2,0,229,1,1,1.0,5,5,1.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0
L,Jesus Aguilar,0,1,0,23,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,2,2,1.0,0,0,0.0,0,0,0.0
L,Glover Teixeira,0,0,0,206,75,160,0.46875,108,196,0.5510204081632653,2,17,0.11764705882352941,52,136,0.38235294117647056,19,20,0.95,4,4,1.0,65,145,0.4482758620689655,5,6,0.8333333333333334,5,9,0.5555555555555556
W,Jamahal Hill,0,0,1,206,232,402,0.5771144278606966,248,419,0.5918854415274463,0,0,0.0,180,343,0.5247813411078717,42,49,0.8571428571428571,10,10,1.0,188,347,0.5417867435158501,18,21,0.8571428571428571,26,34,0.7647058823529411
L,Deiveson Figueiredo,0,2,0,35,19,43,0.4418604651162791,24,48,0.5,1,2,0.5,8,30,0.26666666666666666,8,9,0.8888888888888888,3,4,0.75,15,35,0.42857142857142855,0,0,0.0,4,8,0.5
W,Brandon Moreno,0,0,0,412,48,74,0.6486486486486487,85,111,0.7657657657657657,3,6,0.5,37,61,0.6065573770491803,7,9,0.7777777777777778,4,4,1.0,34,52,0.6538461538461539,3,6,0.5,11,16,0.6875
W,Gilbert Burns,0,1,0,155,5,6,0.8333333333333334,10,12,0.8333333333333334,1,1,1.0,4,5,0.8,1,1,1.0,0,0,0.0,3,4,0.75,0,0,0.0,2,2,1.0
L,Neil Magny,0,0,0,0,4,11,0.36363636363636365,4,11,0.36363636363636365,0,0,0.0,2,8,0.25,1,2,0.5,1,1,1.0,4,11,0.36363636363636365,0,0,0.0,0,0,0.0
L,Lauren Murphy,0,0,0,9,100,293,0.3412969283276451,103,296,0.34797297297297297,0,15,0.0,81,268,0.30223880597014924,14,19,0.7368421052631579,5,6,0.8333333333333334,90,276,0.32608695652173914,10,17,0.5882352941176471,0,0,0.0
W,Jessica Andrade,0,0,0,71,231,369,0.6260162601626016,237,375,0.632,1,1,1.0,161,292,0.5513698630136986,23,27,0.8518518518518519,47,50,0.94,208,338,0.6153846153846154,22,30,0.7333333333333333,1,1,1.0
L,Paul Craig,0,0,0,0,3,8,0.375,3,8,0.375,0,0,0.0,0,3,0.0,1,2,0.5,2,3,0.6666666666666666,3,8,0.375,0,0,0.0,0,0,0.0
W,Johnny Walker,1,0,0,4,16,20,0.8,17,21,0.8095238095238095,0,0,0.0,12,16,0.75,1,1,1.0,3,3,1.0,6,9,0.6666666666666666,5,5,1.0,5,6,0.8333333333333334
L,Mauricio Rua,0,0,0,1,17,31,0.5483870967741935,21,35,0.6,0,0,0.0,4,17,0.23529411764705882,3,4,0.75,10,10,1.0,17,31,0.5483870967741935,0,0,0.0,0,0,0.0
W,Ihor Potieria,1,0,0,38,21,41,0.5121951219512195,27,47,0.574468085106383,0,2,0.0,16,35,0.45714285714285713,3,4,0.75,2,2,1.0,13,31,0.41935483870967744,5,6,0.8333333333333334,3,4,0.75
L,Gregory Rodrigues,0,0,0,10,21,41,0.5121951219512195,21,41,0.5121951219512195,0,0,0.0,16,35,0.45714285714285713,5,6,0.8333333333333334,0,0,0.0,19,39,0.48717948717948717,2,2,1.0,0,0,0.0
W,Brunno Ferreira,1,0,0,1,22,45,0.4888888888888889,23,46,0.5,0,2,0.0,15,37,0.40540540540540543,2,3,0.6666666666666666,5,5,1.0,20,43,0.46511627906976744,1,1,1.0,1,1,1.0
W,Thiago Moises,0,1,0,331,22,33,0.6666666666666666,45,58,0.7758620689655172,4,7,0.5714285714285714,14,25,0.56,7,7,1.0,1,1,1.0,11,21,0.5238095238095238,1,2,0.5,10,10,1.0
L,Melquizael Costa,0,0,0,2,23,50,0.46,43,71,0.6056338028169014,0,0,0.0,2,19,0.10526315789473684,10,18,0.5555555555555556,11,13,0.8461538461538461,21,45,0.4666666666666667,2,5,0.4,0,0,0.0
W,Gabriel Bonfim,0,1,0,4,9,22,0.4090909090909091,9,22,0.4090909090909091,0,0,0.0,6,18,0.3333333333333333,2,2,1.0,1,2,0.5,9,22,0.4090909090909091,0,0,0.0,0,0,0.0
L,Mounir Lazzez,0,0,0,0,9,13,0.6923076923076923,9,13,0.6923076923076923,0,1,0.0,0,4,0.0,4,4,1.0,5,5,1.0,9,13,0.6923076923076923,0,0,0.0,0,0,0.0
L,Shamil Abdurakhimov,0,0,0,0,1,1,1.0,3,3,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0
W,Jailton Almeida,0,0,0,448,45,57,0.7894736842105263,89,110,0.8090909090909091,3,5,0.6,44,55,0.8,0,0,0.0,1,2,0.5,1,5,0.2,0,0,0.0,44,52,0.8461538461538461
L,Luan Lacerda,0,0,0,94,80,181,0.4419889502762431,85,187,0.45454545454545453,1,4,0.25,31,113,0.2743362831858407,44,61,0.7213114754098361,5,7,0.7142857142857143,80,181,0.4419889502762431,0,0,0.0,0,0,0.0
W,Cody Stamann,0,0,0,0,103,189,0.544973544973545,108,195,0.5538461538461539,0,2,0.0,62,139,0.4460431654676259,29,38,0.7631578947368421,12,12,1.0,101,186,0.543010752688172,2,3,0.6666666666666666,0,0,0.0
W,Ismael Bonfim,1,0,0,48,34,49,0.6938775510204082,38,53,0.7169811320754716,1,4,0.25,16,30,0.5333333333333333,16,17,0.9411764705882353,2,2,1.0,24,39,0.6153846153846154,10,10,1.0,0,0,0.0
L,Terrance McKinney,0,0,0,136,14,49,0.2857142857142857,20,55,0.36363636363636365,0,2,0.0,10,43,0.23255813953488372,4,6,0.6666666666666666,0,0,0.0,12,45,0.26666666666666666,0,2,0.0,2,2,1.0
L,Warlley Alves,0,0,0,129,66,144,0.4583333333333333,75,153,0.49019607843137253,1,3,0.3333333333333333,45,117,0.38461538461538464,7,12,0.5833333333333334,14,15,0.9333333333333333,62,138,0.4492753623188406,4,6,0.6666666666666666,0,0,0.0
W,Nicolas Dalby,0,0,0,242,119,248,0.4798387096774194,167,298,0.5604026845637584,0,1,0.0,75,195,0.38461538461538464,35,41,0.8536585365853658,9,12,0.75,86,212,0.4056603773584906,32,35,0.9142857142857143,1,1,1.0
W,Josiane Nunes,0,0,0,122,102,211,0.4834123222748815,107,216,0.49537037037037035,0,0,0.0,58,150,0.38666666666666666,38,52,0.7307692307692307,6,9,0.6666666666666666,82,180,0.45555555555555555,20,31,0.6451612903225806,0,0,0.0
L,Zarah Fairn,0,0,0,8,117,251,0.46613545816733065,122,256,0.4765625,0,0,0.0,89,220,0.40454545454545454,17,20,0.85,11,11,1.0,107,238,0.4495798319327731,10,13,0.7692307692307693,0,0,0.0
L,Saimon Oliveira,0,0,0,135,23,70,0.32857142857142857,25,73,0.3424657534246575,0,5,0.0,7,47,0.14893617021276595,3,7,0.42857142857142855,13,16,0.8125,20,63,0.31746031746031744,3,7,0.42857142857142855,0,0,0.0
W,Daniel Marcos,1,0,0,60,53,78,0.6794871794871795,59,84,0.7023809523809523,0,1,0.0,31,52,0.5961538461538461,20,23,0.8695652173913043,2,3,0.6666666666666666,36,58,0.6206896551724138,16,19,0.8421052631578947,1,1,1.0
W,Sean Strickland,0,0,0,252,182,405,0.44938271604938274,194,420,0.46190476190476193,1,1,1.0,134,347,0.3861671469740634,38,48,0.7916666666666666,10,10,1.0,175,396,0.44191919191919193,7,9,0.7777777777777778,0,0,0.0
L,Nassourdine Imavov,0,0,0,12,123,269,0.45724907063197023,131,277,0.4729241877256318,0,1,0.0,67,207,0.32367149758454106,41,46,0.8913043478260869,15,16,0.9375,104,248,0.41935483870967744,19,21,0.9047619047619048,0,0,0.0
W,Dan Ige,1,0,0,18,34,74,0.4594594594594595,40,81,0.49382716049382713,1,1,1.0,17,54,0.3148148148148148,13,15,0.8666666666666667,4,5,0.8,28,65,0.4307692307692308,6,9,0.6666666666666666,0,0,0.0
L,Damon Jackson,0,0,0,1,36,100,0.36,38,102,0.37254901960784315,0,1,0.0,22,81,0.2716049382716049,10,15,0.6666666666666666,4,4,1.0,32,92,0.34782608695652173,4,8,0.5,0,0,0.0
L,Punahele Soriano,0,0,0,6,39,107,0.3644859813084112,39,107,0.3644859813084112,0,3,0.0,35,101,0.3465346534653465,4,6,0.6666666666666666,0,0,0.0,33,98,0.336734693877551,6,9,0.6666666666666666,0,0,0.0
W,Roman Kopylov,0,0,0,10,82,128,0.640625,82,128,0.640625,1,1,1.0,56,101,0.5544554455445545,14,15,0.9333333333333333,12,12,1.0,76,120,0.6333333333333333,6,8,0.75,0,0,0.0
L,Ketlen Vieira,0,0,0,285,64,152,0.42105263157894735,138,230,0.6,0,0,0.0,41,122,0.3360655737704918,5,10,0.5,18,20,0.9,56,143,0.3916083916083916,8,9,0.8888888888888888,0,0,0.0
W,Raquel Pennington,0,0,0,78,81,159,0.5094339622641509,104,184,0.5652173913043478,0,2,0.0,37,111,0.3333333333333333,32,35,0.9142857142857143,12,13,0.9230769230769231,59,134,0.44029850746268656,22,25,0.88,0,0,0.0
W,Umar Nurmagomedov,1,0,0,2,36,51,0.7058823529411765,36,51,0.7058823529411765,0,0,0.0,20,32,0.625,12,13,0.9230769230769231,4,6,0.6666666666666666,35,50,0.7,0,0,0.0,1,1,1.0
L,Raoni Barcelos,0,0,0,0,13,24,0.5416666666666666,14,25,0.56,0,1,0.0,6,17,0.35294117647058826,5,5,1.0,2,2,1.0,10,21,0.47619047619047616,3,3,1.0,0,0,0.0
W,Javid Basharat,0,0,0,319,95,130,0.7307692307692307,125,164,0.7621951219512195,3,5,0.6,62,93,0.6666666666666666,25,28,0.8928571428571429,8,9,0.8888888888888888,60,90,0.6666666666666666,10,14,0.7142857142857143,25,26,0.9615384615384616
L,Mateus Mendonca,0,0,0,139,29,88,0.32954545454545453,70,133,0.5263157894736842,2,11,0.18181818181818182,21,72,0.2916666666666667,3,6,0.5,5,10,0.5,25,83,0.30120481927710846,2,2,1.0,2,3,0.6666666666666666
L,Claudio Ribeiro,0,0,0,16,19,31,0.6129032258064516,42,54,0.7777777777777778,0,0,0.0,6,18,0.3333333333333333,3,3,1.0,10,10,1.0,17,29,0.5862068965517241,2,2,1.0,0,0,0.0
W,Abdul Razak Alhassan,1,0,0,189,17,28,0.6071428571428571,30,41,0.7317073170731707,0,2,0.0,13,24,0.5416666666666666,4,4,1.0,0,0,0.0,9,20,0.45,8,8,1.0,0,0,0.0
W,Mateusz Rebecki,0,0,0,507,89,171,0.52046783625731,130,228,0.5701754385964912,3,4,0.75,53,125,0.424,27,37,0.7297297297297297,9,9,1.0,63,138,0.45652173913043476,4,10,0.4,22,23,0.9565217391304348
L,Nick Fiore,0,0,0,34,34,93,0.3655913978494624,52,113,0.46017699115044247,1,3,0.3333333333333333,25,76,0.32894736842105265,7,13,0.5384615384615384,2,4,0.5,28,83,0.3373493975903614,5,9,0.5555555555555556,1,1,1.0
W,Allan Nascimento,0,1,0,143,6,11,0.5454545454545454,9,14,0.6428571428571429,2,4,0.5,2,5,0.4,2,3,0.6666666666666666,2,3,0.6666666666666666,6,11,0.5454545454545454,0,0,0.0,0,0,0.0
L,Carlos Hernandez,0,0,0,0,3,7,0.42857142857142855,3,7,0.42857142857142855,0,0,0.0,2,5,0.4,1,2,0.5,0,0,0.0,3,7,0.42857142857142855,0,0,0.0,0,0,0.0
W,Dan Argueta,0,2,1,614,47,85,0.5529411764705883,93,144,0.6458333333333334,4,6,0.6666666666666666,29,65,0.4461538461538462,9,10,0.9,9,10,0.9,27,55,0.4909090909090909,6,9,0.6666666666666666,14,21,0.6666666666666666
L,Nick Aguirre,0,1,1,75,14,44,0.3181818181818182,15,47,0.3191489361702128,0,0,0.0,14,42,0.3333333333333333,0,1,0.0,0,1,0.0,13,42,0.30952380952380953,1,2,0.5,0,0,0.0
W,Charles Johnson,0,0,1,99,34,57,0.5964912280701754,44,77,0.5714285714285714,0,0,0.0,20,39,0.5128205128205128,10,14,0.7142857142857143,4,4,1.0,22,38,0.5789473684210527,0,0,0.0,12,19,0.631578947368421
L,Jimmy Flick,0,0,0,24,7,13,0.5384615384615384,7,13,0.5384615384615384,1,3,0.3333333333333333,3,6,0.5,3,4,0.75,1,3,0.3333333333333333,7,13,0.5384615384615384,0,0,0.0,0,0,0.0
W,Jared Cannonier,0,0,0,0,141,310,0.45483870967741935,141,310,0.45483870967741935,0,0,0.0,57,187,0.3048128342245989,60,88,0.6818181818181818,24,35,0.6857142857142857,141,310,0.45483870967741935,0,0,0.0,0,0,0.0
L,Sean Strickland,0,0,0,48,152,400,0.38,157,410,0.3829268292682927,1,1,1.0,126,365,0.3452054794520548,24,32,0.75,2,3,0.6666666666666666,152,400,0.38,0,0,0.0,0,0,0.0
W,Arman Tsarukyan,0,0,0,565,34,81,0.41975308641975306,50,105,0.47619047619047616,7,21,0.3333333333333333,14,57,0.24561403508771928,12,15,0.8,8,9,0.8888888888888888,31,76,0.40789473684210525,2,4,0.5,1,1,1.0
L,Damir Ismagulov,0,0,0,6,36,86,0.4186046511627907,51,106,0.4811320754716981,0,0,0.0,18,60,0.3,15,21,0.7142857142857143,3,5,0.6,26,74,0.35135135135135137,10,11,0.9090909090909091,0,1,0.0
W,Amir Albazi,2,0,0,354,37,81,0.4567901234567901,62,110,0.5636363636363636,1,4,0.25,23,67,0.34328358208955223,10,10,1.0,4,4,1.0,23,58,0.39655172413793105,0,0,0.0,14,23,0.6086956521739131
L,Alessandro Costa,0,0,0,0,17,71,0.23943661971830985,38,107,0.35514018691588783,0,0,0.0,6,55,0.10909090909090909,6,10,0.6,5,6,0.8333333333333334,16,70,0.22857142857142856,1,1,1.0,0,0,0.0
W,Alex Caceres,1,0,0,5,16,30,0.5333333333333333,16,30,0.5333333333333333,0,0,0.0,9,19,0.47368421052631576,3,6,0.5,4,5,0.8,13,24,0.5416666666666666,0,0,0.0,3,6,0.5
L,Julian Erosa,0,0,0,0,10,22,0.45454545454545453,10,22,0.45454545454545453,0,0,0.0,2,11,0.18181818181818182,3,4,0.75,5,7,0.7142857142857143,10,22,0.45454545454545453,0,0,0.0,0,0,0.0
W,Drew Dober,1,0,0,9,34,121,0.2809917355371901,34,121,0.2809917355371901,0,1,0.0,16,86,0.18604651162790697,9,21,0.42857142857142855,9,14,0.6428571428571429,33,119,0.2773109243697479,0,1,0.0,1,1,1.0
L,King Green,0,0,0,11,73,142,0.5140845070422535,75,145,0.5172413793103449,0,1,0.0,50,113,0.4424778761061947,17,22,0.7727272727272727,6,7,0.8571428571428571,72,141,0.5106382978723404,1,1,1.0,0,0,0.0
L,Cody Brundage,0,0,0,113,0,2,0.0,1,3,0.3333333333333333,3,3,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0
W,Michal Oleksiejczuk,0,0,1,72,15,29,0.5172413793103449,25,40,0.625,0,0,0.0,13,27,0.48148148148148145,2,2,1.0,0,0,0.0,0,1,0.0,0,0,0.0,15,28,0.5357142857142857
L,Cheyanne Vlismas,0,1,0,3,33,74,0.44594594594594594,66,113,0.584070796460177,0,0,0.0,20,54,0.37037037037037035,8,13,0.6153846153846154,5,7,0.7142857142857143,23,63,0.36507936507936506,3,3,1.0,7,8,0.875
W,Cory McKenna,0,0,0,581,22,81,0.2716049382716049,103,216,0.47685185185185186,2,3,0.6666666666666666,17,72,0.2361111111111111,3,7,0.42857142857142855,2,2,1.0,18,76,0.23684210526315788,2,3,0.6666666666666666,2,2,1.0
L,Jake Matthews,0,1,0,102,32,89,0.3595505617977528,74,140,0.5285714285714286,1,2,0.5,23,77,0.2987012987012987,6,9,0.6666666666666666,3,3,1.0,30,85,0.35294117647058826,2,3,0.6666666666666666,0,1,0.0
