Result,Fighter,KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate
D,Brandon Moreno,0,0,0,199,132,248,0.532258064516129,139,256,0.54296875,4,8,0.5,118,227,0.5198237885462555,13,20,0.65,1,1,1.0,129,240,0.5375,1,5,0.2,2,3,0.6666666666666666
L,Tony Ferguson,0,0,0,5,19,42,0.4523809523809524,26,49,0.5306122448979592,0,0,0.0,14,29,0.4827586206896552,3,10,0.3,2,3,0.6666666666666666,15,38,0.39473684210526316,1,1,1.0,3,3,1.0
W,Charles Oliveira,0,3,0,699,41,63,0.6507936507936508,86,112,0.7678571428571429,3,3,1.0,26,43,0.6046511627906976,7,11,0.6363636363636364,8,9,0.8888888888888888,17,34,0.5,0,0,0.0,24,29,0.8275862068965517
W,Mackenzie Dern,0,0,0,154,82,174,0.47126436781609193,101,195,0.517948717948718,0,5,0.0,57,143,0.3986013986013986,16,21,0.7619047619047619,9,10,0.9,62,150,0.41333333333333333,17,21,0.8095238095238095,3,3,1.0
L,Virna Jandiroba,0,0,0,164,63,134,0.4701492537313433,80,152,0.5263157894736842,1,1,1.0,46,113,0.40707964601769914,15,19,0.7894736842105263,2,2,1.0,43,109,0.3944954128440367,18,23,0.782608695652174,2,2,1.0
W,Kevin Holland,0,0,0,2,15,18,0.8333333333333334,21,24,0.875,0,0,0.0,14,17,0.8235294117647058,0,0,0.0,1,1,1.0,1,2,0.5,2,2,1.0,12,14,0.8571428571428571
L,Jacare Souza,0,0,0,87,2,2,1.0,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0
L,Junior Dos Santos,0,0,0,0,10,35,0.2857142857142857,11,36,0.3055555555555556,0,1,0.0,6,26,0.23076923076923078,3,7,0.42857142857142855,1,2,0.5,10,35,0.2857142857142857,0,0,0.0,0,0,0.0
W,Ciryl Gane,1,0,0,25,59,80,0.7375,61,82,0.7439024390243902,0,0,0.0,13,28,0.4642857142857143,17,20,0.85,29,32,0.90625,53,74,0.7162162162162162,4,4,1.0,2,2,1.0
W,Cub Swanson,2,0,0,94,46,66,0.696969696969697,51,71,0.7183098591549296,1,1,1.0,35,51,0.6862745098039216,7,11,0.6363636363636364,4,4,1.0,37,54,0.6851851851851852,3,3,1.0,6,9,0.6666666666666666
L,Daniel Pineda,0,1,0,35,21,45,0.4666666666666667,40,65,0.6153846153846154,1,2,0.5,9,28,0.32142857142857145,3,4,0.75,9,13,0.6923076923076923,19,43,0.4418604651162791,2,2,1.0,0,0,0.0
L,Renato Moicano,0,0,0,0,15,37,0.40540540540540543,15,37,0.40540540540540543,0,1,0.0,10,32,0.3125,3,3,1.0,2,2,1.0,14,35,0.4,1,2,0.5,0,0,0.0
W,Rafael Fiziev,1,0,0,4,21,35,0.6,21,35,0.6,0,1,0.0,7,18,0.3888888888888889,7,10,0.7,7,7,1.0,20,34,0.5882352941176471,0,0,0.0,1,1,1.0
W,Gavin Tucker,0,0,0,314,106,166,0.6385542168674698,123,183,0.6721311475409836,7,13,0.5384615384615384,68,122,0.5573770491803278,31,37,0.8378378378378378,7,7,1.0,71,122,0.5819672131147541,32,41,0.7804878048780488,3,3,1.0
L,Billy Quarantillo,0,0,0,25,84,178,0.47191011235955055,136,233,0.5836909871244635,0,3,0.0,45,127,0.3543307086614173,33,44,0.75,6,7,0.8571428571428571,55,138,0.39855072463768115,29,35,0.8285714285714286,0,5,0.0
W,Tecia Pennington,0,0,0,15,52,103,0.5048543689320388,52,103,0.5048543689320388,1,1,1.0,27,71,0.38028169014084506,13,17,0.7647058823529411,12,15,0.8,50,101,0.49504950495049505,2,2,1.0,0,0,0.0
L,Sam Hughes,0,0,0,51,20,53,0.37735849056603776,26,59,0.4406779661016949,0,1,0.0,9,33,0.2727272727272727,2,3,0.6666666666666666,9,17,0.5294117647058824,19,52,0.36538461538461536,1,1,1.0,0,0,0.0
W,Chase Hooper,0,2,0,44,57,117,0.48717948717948717,81,144,0.5625,0,6,0.0,18,66,0.2727272727272727,10,18,0.5555555555555556,29,33,0.8787878787878788,55,115,0.4782608695652174,0,0,0.0,2,2,1.0
L,Peter Barrett,0,0,0,65,48,87,0.5517241379310345,61,100,0.61,0,0,0.0,17,52,0.3269230769230769,9,12,0.75,22,23,0.9565217391304348,48,86,0.5581395348837209,0,1,0.0,0,0,0.0
L,Jack Hermansson,0,0,0,28,122,346,0.35260115606936415,139,365,0.38082191780821917,2,7,0.2857142857142857,86,306,0.28104575163398693,18,22,0.8181818181818182,18,18,1.0,118,339,0.3480825958702065,4,7,0.5714285714285714,0,0,0.0
W,Marvin Vettori,1,1,1,347,164,334,0.49101796407185627,202,376,0.5372340425531915,0,1,0.0,143,312,0.4583333333333333,18,19,0.9473684210526315,3,3,1.0,156,320,0.4875,0,1,0.0,8,13,0.6153846153846154
L,Ovince Saint Preux,0,0,0,0,36,72,0.5,37,73,0.5068493150684932,0,0,0.0,7,36,0.19444444444444445,14,17,0.8235294117647058,15,19,0.7894736842105263,35,70,0.5,1,2,0.5,0,0,0.0
W,Jamahal Hill,0,0,0,15,68,128,0.53125,68,128,0.53125,0,0,0.0,39,92,0.42391304347826086,23,28,0.8214285714285714,6,8,0.75,62,120,0.5166666666666667,6,8,0.75,0,0,0.0
W,Gabriel Benitez,1,0,0,0,38,104,0.36538461538461536,38,104,0.36538461538461536,0,0,0.0,20,83,0.24096385542168675,10,12,0.8333333333333334,8,9,0.8888888888888888,34,99,0.3434343434343434,0,0,0.0,4,5,0.8
L,Justin Jaynes,0,0,0,0,22,52,0.4230769230769231,22,52,0.4230769230769231,0,0,0.0,16,44,0.36363636363636365,6,8,0.75,0,0,0.0,22,52,0.4230769230769231,0,0,0.0,0,0,0.0
W,Roman Dolidze,0,3,0,436,51,109,0.46788990825688076,118,205,0.5756097560975609,3,5,0.6,31,81,0.38271604938271603,15,23,0.6521739130434783,5,5,1.0,47,100,0.47,1,1,1.0,3,8,0.375
L,John Allan,0,0,0,15,29,86,0.3372093023255814,48,117,0.41025641025641024,1,1,1.0,15,64,0.234375,5,13,0.38461538461538464,9,9,1.0,28,84,0.3333333333333333,1,1,1.0,0,1,0.0
L,Matt Wiman,0,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0
W,Jordan Leavitt,0,0,0,0,1,1,1.0,1,1,1.0,1,2,0.5,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0
W,Louis Smolka,0,0,0,69,59,116,0.5086206896551724,64,128,0.5,3,4,0.75,35,88,0.3977272727272727,18,22,0.8181818181818182,6,6,1.0,34,78,0.4358974358974359,13,16,0.8125,12,22,0.5454545454545454
L,Jose Quinonez,0,0,0,31,43,107,0.40186915887850466,47,113,0.415929203539823,2,3,0.6666666666666666,13,66,0.19696969696969696,12,23,0.5217391304347826,18,18,1.0,37,97,0.38144329896907214,4,8,0.5,2,2,1.0
W,Ilia Topuria,1,0,0,3,31,63,0.49206349206349204,31,64,0.484375,0,0,0.0,12,34,0.35294117647058826,18,28,0.6428571428571429,1,1,1.0,30,60,0.5,0,2,0.0,1,1,1.0
L,Damon Jackson,0,0,0,13,16,52,0.3076923076923077,16,53,0.3018867924528302,0,0,0.0,10,40,0.25,5,10,0.5,1,2,0.5,15,50,0.3,1,2,0.5,0,0,0.0
L,Gian Villante,0,0,0,0,80,197,0.40609137055837563,81,198,0.4090909090909091,0,0,0.0,58,168,0.34523809523809523,14,19,0.7368421052631579,8,10,0.8,79,196,0.4030612244897959,1,1,1.0,0,0,0.0
W,Jake Collier,0,0,0,2,123,272,0.4522058823529412,126,277,0.4548736462093863,0,0,0.0,88,225,0.39111111111111113,19,29,0.6551724137931034,16,18,0.8888888888888888,121,270,0.44814814814814813,2,2,1.0,0,0,0.0
W,Anthony Smith,0,1,0,78,1,4,0.25,4,8,0.5,1,1,1.0,1,4,0.25,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,1,2,0.5
L,Devin Clark,0,0,1,67,1,3,0.3333333333333333,27,30,0.9,0,0,0.0,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,1,3,0.3333333333333333,0,0,0.0,0,0,0.0
W,Miguel Baeza,0,1,0,69,40,73,0.547945205479452,43,82,0.524390243902439,1,2,0.5,16,40,0.4,20,28,0.7142857142857143,4,5,0.8,32,65,0.49230769230769234,3,3,1.0,5,5,1.0
L,Takashi Sato,0,0,0,2,15,58,0.25862068965517243,15,58,0.25862068965517243,0,0,0.0,10,49,0.20408163265306123,4,8,0.5,1,1,1.0,15,56,0.26785714285714285,0,1,0.0,0,1,0.0
L,Josh Parisian,0,0,0,28,114,226,0.504424778761062,123,237,0.5189873417721519,0,0,0.0,71,173,0.41040462427745666,35,44,0.7954545454545454,8,9,0.8888888888888888,89,190,0.46842105263157896,25,36,0.6944444444444444,0,0,0.0
W,Parker Porter,0,1,0,267,126,228,0.5526315789473685,164,275,0.5963636363636363,2,4,0.5,90,190,0.47368421052631576,16,18,0.8888888888888888,20,20,1.0,105,198,0.5303030303030303,20,27,0.7407407407407407,1,3,0.3333333333333333
L,Spike Carlyle,0,1,1,258,23,53,0.4339622641509434,28,65,0.4307692307692308,4,13,0.3076923076923077,14,37,0.3783783783783784,3,8,0.375,6,8,0.75,19,45,0.4222222222222222,1,3,0.3333333333333333,3,5,0.6
W,Bill Algeo,0,0,1,256,70,95,0.7368421052631579,118,150,0.7866666666666666,1,3,0.3333333333333333,44,63,0.6984126984126984,18,23,0.782608695652174,8,9,0.8888888888888888,42,64,0.65625,14,15,0.9333333333333333,14,16,0.875
L,Ashlee Evans-Smith,0,0,0,10,42,164,0.25609756097560976,47,169,0.2781065088757396,0,2,0.0,12,108,0.1111111111111111,17,35,0.4857142857142857,13,21,0.6190476190476191,37,156,0.23717948717948717,5,8,0.625,0,0,0.0
W,Norma Dumont,1,0,1,241,94,161,0.5838509316770186,109,178,0.6123595505617978,2,4,0.5,78,142,0.5492957746478874,8,11,0.7272727272727273,8,8,1.0,71,130,0.5461538461538461,9,13,0.6923076923076923,14,18,0.7777777777777778
W,Jonathan Pearce,0,1,0,206,51,100,0.51,113,172,0.6569767441860465,5,7,0.7142857142857143,34,76,0.4473684210526316,12,19,0.631578947368421,5,5,1.0,27,71,0.38028169014084506,6,9,0.6666666666666666,18,20,0.9
L,Kai Kamaka III,0,1,1,33,47,83,0.5662650602409639,48,84,0.5714285714285714,1,3,0.3333333333333333,20,51,0.39215686274509803,20,25,0.8,7,7,1.0,44,79,0.5569620253164557,2,3,0.6666666666666666,1,1,1.0
L,Martin Day,0,0,0,15,9,12,0.75,16,19,0.8421052631578947,1,1,1.0,3,4,0.75,3,3,1.0,3,5,0.6,9,12,0.75,0,0,0.0,0,0,0.0
W,Anderson Dos Santos,0,1,0,177,11,20,0.55,22,31,0.7096774193548387,1,6,0.16666666666666666,5,13,0.38461538461538464,2,2,1.0,4,5,0.8,8,15,0.5333333333333333,0,1,0.0,3,4,0.75
W,Gina Mazany,1,1,0,413,72,162,0.4444444444444444,106,216,0.49074074074074076,7,12,0.5833333333333334,53,136,0.3897058823529412,10,16,0.625,9,10,0.9,41,114,0.35964912280701755,13,18,0.7222222222222222,18,30,0.6
L,Rachael Ostovich,0,0,1,11,41,95,0.43157894736842106,49,106,0.46226415094339623,0,1,0.0,25,73,0.3424657534246575,16,22,0.7272727272727273,0,0,0.0,34,87,0.39080459770114945,7,8,0.875,0,0,0.0
W,Sumudaerji,1,0,0,2,9,18,0.5,9,18,0.5,0,0,0.0,6,15,0.4,0,0,0.0,3,3,1.0,9,17,0.5294117647058824,0,0,0.0,0,1,0.0
L,Malcolm Gordon,0,0,0,0,0,6,0.0,0,6,0.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0.0
L,Luke Sanders,0,0,0,40,55,112,0.49107142857142855,63,120,0.525,0,1,0.0,40,90,0.4444444444444444,7,9,0.7777777777777778,8,13,0.6153846153846154,47,102,0.46078431372549017,8,10,0.8,0,0,0.0
W,Nate Maness,1,1,0,30,33,70,0.4714285714285714,38,75,0.5066666666666667,1,2,0.5,27,62,0.43548387096774194,4,6,0.6666666666666666,2,2,1.0,28,62,0.45161290322580644,3,5,0.6,2,3,0.6666666666666666
W,Deiveson Figueiredo,0,1,0,0,5,8,0.625,5,8,0.625,0,0,0.0,2,4,0.5,3,4,0.75,0,0,0.0,5,8,0.625,0,0,0.0,0,0,0.0
L,Alex Perez,0,0,0,37,6,14,0.42857142857142855,6,14,0.42857142857142855,0,2,0.0,3,9,0.3333333333333333,2,4,0.5,1,1,1.0,5,13,0.38461538461538464,0,0,0.0,1,1,1.0
W,Valentina Shevchenko,0,0,0,574,62,119,0.5210084033613446,249,317,0.7854889589905363,5,6,0.8333333333333334,46,100,0.46,13,16,0.8125,3,3,1.0,50,103,0.4854368932038835,10,14,0.7142857142857143,2,2,1.0
L,Jennifer Maia,0,0,0,471,36,88,0.4090909090909091,94,152,0.618421052631579,1,2,0.5,22,72,0.3055555555555556,10,12,0.8333333333333334,4,4,1.0,23,73,0.3150684931506849,11,12,0.9166666666666666,2,3,0.6666666666666666
L,Mike Perry,0,2,0,188,64,161,0.39751552795031053,69,166,0.41566265060240964,1,5,0.2,44,134,0.3283582089552239,8,12,0.6666666666666666,12,15,0.8,62,157,0.39490445859872614,2,4,0.5,0,0,0.0
W,Tim Means,0,0,1,39,128,192,0.6666666666666666,143,207,0.6908212560386473,0,1,0.0,86,147,0.5850340136054422,26,28,0.9285714285714286,16,17,0.9411764705882353,121,184,0.657608695652174,6,7,0.8571428571428571,1,1,1.0
W,Katlyn Cerminara,0,0,0,2,69,230,0.3,69,230,0.3,0,1,0.0,45,190,0.23684210526315788,11,22,0.5,13,18,0.7222222222222222,68,227,0.29955947136563876,1,3,0.3333333333333333,0,0,0.0
L,Cynthia Calvillo,0,0,0,0,60,197,0.30456852791878175,60,197,0.30456852791878175,1,4,0.25,31,134,0.23134328358208955,17,46,0.3695652173913043,12,17,0.7058823529411765,59,196,0.3010204081632653,1,1,1.0,0,0,0.0
L,Mauricio Rua,0,0,0,104,10,28,0.35714285714285715,25,46,0.5434782608695652,0,0,0.0,6,22,0.2727272727272727,2,4,0.5,2,2,1.0,9,26,0.34615384615384615,0,0,0.0,1,2,0.5
W,Paul Craig,0,0,1,226,29,57,0.5087719298245614,54,88,0.6136363636363636,4,8,0.5,17,38,0.4473684210526316,4,9,0.4444444444444444,8,10,0.8,16,35,0.45714285714285713,4,11,0.36363636363636365,9,11,0.8181818181818182
W,Brandon Moreno,0,2,0,181,16,34,0.47058823529411764,53,73,0.726027397260274,2,2,1.0,10,27,0.37037037037037035,3,4,0.75,3,3,1.0,12,28,0.42857142857142855,0,0,0.0,4,6,0.6666666666666666
L,Brandon Royval,0,0,0,0,17,52,0.3269230769230769,24,62,0.3870967741935484,0,0,0.0,7,38,0.18421052631578946,5,8,0.625,5,6,0.8333333333333334,15,50,0.3,0,0,0.0,2,2,1.0
W,Joaquin Buckley,2,0,0,109,43,80,0.5375,59,96,0.6145833333333334,0,2,0.0,31,63,0.49206349206349204,12,17,0.7058823529411765,0,0,0.0,33,67,0.4925373134328358,3,3,1.0,7,10,0.7
L,Jordan Wright,0,0,0,2,18,47,0.3829787234042553,36,66,0.5454545454545454,0,1,0.0,5,32,0.15625,12,14,0.8571428571428571,1,1,1.0,16,44,0.36363636363636365,2,3,0.6666666666666666,0,0,0.0
W,Antonina Shevchenko,0,0,0,459,39,57,0.6842105263157895,94,128,0.734375,1,3,0.3333333333333333,32,50,0.64,4,4,1.0,3,3,1.0,8,12,0.6666666666666666,5,6,0.8333333333333334,26,39,0.6666666666666666
L,Ariane da Silva,0,0,0,28,15,26,0.5769230769230769,25,36,0.6944444444444444,0,3,0.0,7,15,0.4666666666666667,5,6,0.8333333333333334,3,5,0.6,13,24,0.5416666666666666,2,2,1.0,0,0,0.0
L,Daniel Rodriguez,0,0,0,41,83,199,0.41708542713567837,105,222,0.47297297297297297,0,2,0.0,44,145,0.30344827586206896,19,32,0.59375,20,22,0.9090909090909091,81,197,0.41116751269035534,2,2,1.0,0,0,0.0
W,Nicolas Dalby,0,0,0,88,50,147,0.3401360544217687,58,155,0.3741935483870968,0,7,0.0,24,97,0.24742268041237114,7,23,0.30434782608695654,19,27,0.7037037037037037,50,146,0.3424657534246575,0,1,0.0,0,0,0.0
W,Alan Jouban,0,2,1,10,168,331,0.5075528700906344,169,332,0.5090361445783133,0,1,0.0,116,262,0.44274809160305345,39,55,0.7090909090909091,13,14,0.9285714285714286,150,305,0.4918032786885246,18,26,0.6923076923076923,0,0,0.0
L,Jared Gooden,0,0,0,66,100,210,0.47619047619047616,101,211,0.4786729857819905,1,1,1.0,79,182,0.4340659340659341,21,27,0.7777777777777778,0,1,0.0,90,195,0.46153846153846156,10,14,0.7142857142857143,0,1,0.0
W,Kyle Daukaus,0,1,0,520,64,122,0.5245901639344263,113,183,0.6174863387978142,2,7,0.2857142857142857,56,111,0.5045045045045045,7,9,0.7777777777777778,1,2,0.5,38,85,0.4470588235294118,14,17,0.8235294117647058,12,20,0.6
L,Dustin Stoltzfus,0,0,1,121,32,63,0.5079365079365079,95,130,0.7307692307692307,0,7,0.0,14,41,0.34146341463414637,8,11,0.7272727272727273,10,11,0.9090909090909091,18,47,0.3829787234042553,13,15,0.8666666666666667,1,1,1.0
L,Louis Cosce,1,0,0,53,99,206,0.48058252427184467,115,224,0.5133928571428571,1,9,0.1111111111111111,76,172,0.4418604651162791,12,21,0.5714285714285714,11,13,0.8461538461538461,58,150,0.38666666666666666,16,22,0.7272727272727273,25,34,0.7352941176470589
W,Sasha Palatnikov,0,0,0,196,125,237,0.5274261603375527,160,275,0.5818181818181818,1,1,1.0,100,202,0.49504950495049505,24,34,0.7058823529411765,1,1,1.0,82,180,0.45555555555555555,25,33,0.7575757575757576,18,24,0.75
L,Paul Felder,0,0,0,100,98,190,0.5157894736842106,134,226,0.5929203539823009,1,2,0.5,64,147,0.43537414965986393,20,29,0.6896551724137931,14,14,1.0,76,161,0.4720496894409938,21,28,0.75,1,1,1.0
W,Rafael Dos Anjos,0,0,0,855,92,162,0.5679012345679012,155,231,0.670995670995671,6,22,0.2727272727272727,53,113,0.4690265486725664,35,45,0.7777777777777778,4,4,1.0,61,125,0.488,26,29,0.896551724137931,5,8,0.625
L,Abdul Razak Alhassan,0,0,0,0,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0.0
W,Khaos Williams,1,0,0,0,5,10,0.5,5,10,0.5,0,0,0.0,2,7,0.2857142857142857,0,0,0.0,3,3,1.0,4,9,0.4444444444444444,0,0,0.0,1,1,1.0
W,Ashley Yoder,0,3,0,499,26,42,0.6190476190476191,151,184,0.8206521739130435,2,4,0.5,14,29,0.4827586206896552,5,5,1.0,7,8,0.875,12,25,0.48,3,3,1.0,11,14,0.7857142857142857
L,Miranda Granger,0,0,1,196,33,51,0.6470588235294118,87,107,0.8130841121495327,0,0,0.0,19,36,0.5277777777777778,9,10,0.9,5,5,1.0,15,32,0.46875,14,15,0.9333333333333333,4,4,1.0
L,Brendan Allen,0,0,0,0,51,90,0.5666666666666667,53,92,0.5760869565217391,0,0,0.0,28,63,0.4444444444444444,11,14,0.7857142857142857,12,13,0.9230769230769231,50,88,0.5681818181818182,1,2,0.5,0,0,0.0
W,Sean Strickland,1,0,0,94,94,161,0.5838509316770186,106,176,0.6022727272727273,1,1,1.0,90,157,0.5732484076433121,2,2,1.0,2,2,1.0,90,155,0.5806451612903226,4,6,0.6666666666666666,0,0,0.0
L,Kay Hansen,0,2,0,322,67,110,0.6090909090909091,87,131,0.6641221374045801,2,5,0.4,47,89,0.5280898876404494,15,15,1.0,5,6,0.8333333333333334,54,95,0.5684210526315789,11,13,0.8461538461538461,2,2,1.0
W,Cory McKenna,0,0,1,185,57,137,0.41605839416058393,156,246,0.6341463414634146,0,1,0.0,56,136,0.4117647058823529,0,0,0.0,1,1,1.0,49,127,0.3858267716535433,5,7,0.7142857142857143,3,3,1.0
L,Randa Markos,0,0,0,0,29,61,0.47540983606557374,37,69,0.5362318840579711,0,0,0.0,12,36,0.3333333333333333,10,12,0.8333333333333334,7,13,0.5384615384615384,19,50,0.38,9,10,0.9,1,1,1.0
W,Kanako Murata,0,2,0,561,29,43,0.6744186046511628,79,95,0.8315789473684211,4,9,0.4444444444444444,24,36,0.6666666666666666,5,7,0.7142857142857143,0,0,0.0,11,22,0.5,1,3,0.3333333333333333,17,18,0.9444444444444444
L,Geraldo de Freitas,0,0,0,2,76,128,0.59375,108,165,0.6545454545454545,1,4,0.25,61,111,0.5495495495495496,12,14,0.8571428571428571,3,3,1.0,69,117,0.5897435897435898,4,6,0.6666666666666666,3,5,0.6
W,Tony Gravely,0,0,0,595,49,101,0.48514851485148514,86,144,0.5972222222222222,7,17,0.4117647058823529,37,87,0.42528735632183906,4,5,0.8,8,9,0.8888888888888888,27,72,0.375,5,6,0.8333333333333334,17,23,0.7391304347826086
W,Alex Morono,0,0,0,154,176,321,0.5482866043613707,208,360,0.5777777777777777,3,3,1.0,146,286,0.5104895104895105,21,26,0.8076923076923077,9,9,1.0,145,280,0.5178571428571429,22,29,0.7586206896551724,9,12,0.75
L,Rhys McKee,0,0,0,12,124,230,0.5391304347826087,133,242,0.5495867768595041,0,3,0.0,81,179,0.45251396648044695,36,42,0.8571428571428571,7,9,0.7777777777777778,117,220,0.5318181818181819,6,9,0.6666666666666666,1,1,1.0
W,Don'Tale Mayes,0,0,0,147,59,135,0.43703703703703706,80,158,0.5063291139240507,1,2,0.5,34,100,0.34,20,29,0.6896551724137931,5,6,0.8333333333333334,54,126,0.42857142857142855,5,6,0.8333333333333334,0,3,0.0
L,Roque Martinez,0,0,0,172,58,111,0.5225225225225225,96,152,0.631578947368421,1,2,0.5,30,76,0.39473684210526316,16,19,0.8421052631578947,12,16,0.75,54,107,0.5046728971962616,4,4,1.0,0,0,0.0
L,Thiago Santos,1,0,0,78,40,64,0.625,81,109,0.7431192660550459,0,0,0.0,38,58,0.6551724137931034,0,4,0.0,2,2,1.0,11,24,0.4583333333333333,0,0,0.0,29,40,0.725
W,Glover Teixeira,0,2,0,543,46,63,0.7301587301587301,148,180,0.8222222222222222,4,7,0.5714285714285714,46,63,0.7301587301587301,0,0,0.0,0,0,0.0,2,5,0.4,0,0,0.0,44,58,0.7586206896551724
W,Andrei Arlovski,0,0,0,0,34,82,0.4146341463414634,34,82,0.4146341463414634,0,0,0.0,16,53,0.3018867924528302,6,13,0.46153846153846156,12,16,0.75,33,81,0.4074074074074074,1,1,1.0,0,0,0.0
L,Tanner Boser,0,0,0,0,68,119,0.5714285714285714,68,119,0.5714285714285714,0,0,0.0,16,58,0.27586206896551724,6,9,0.6666666666666666,46,52,0.8846153846153846,68,118,0.576271186440678,0,1,0.0,0,0,0.0
W,Raoni Barcelos,0,1,0,195,120,207,0.5797101449275363,129,219,0.589041095890411,2,4,0.5,85,166,0.5120481927710844,17,22,0.7727272727272727,18,19,0.9473684210526315,108,195,0.5538461538461539,7,7,1.0,5,5,1.0
L,Khalid Taha,0,0,1,87,49,202,0.24257425742574257,68,222,0.3063063063063063,0,1,0.0,40,186,0.21505376344086022,5,10,0.5,4,6,0.6666666666666666,49,193,0.2538860103626943,0,6,0.0,0,3,0.0
W,Giga Chikadze,1,0,0,9,8,16,0.5,8,16,0.5,0,1,0.0,6,13,0.46153846153846156,2,3,0.6666666666666666,0,0,0.0,4,10,0.4,0,0,0.0,4,6,0.6666666666666666
L,Jamey Simmons,0,0,0,44,2,4,0.5,4,6,0.6666666666666666,0,3,0.0,2,4,0.5,0,0,0.0,0,0,0.0,1,3,0.3333333333333333,1,1,1.0,0,0,0.0
L,Claudia Gadelha,0,0,0,406,36,96,0.375,84,149,0.5637583892617449,2,10,0.2,29,84,0.34523809523809523,6,11,0.5454545454545454,1,1,1.0,30,88,0.3409090909090909,1,3,0.3333333333333333,5,5,1.0
W,Yan Xiaonan,0,0,0,19,74,170,0.43529411764705883,133,234,0.5683760683760684,0,0,0.0,54,143,0.3776223776223776,15,21,0.7142857142857143,5,6,0.8333333333333334,58,149,0.38926174496644295,14,18,0.7777777777777778,2,3,0.6666666666666666
W,Trevin Giles,2,0,0,153,38,59,0.6440677966101694,51,73,0.6986301369863014,1,2,0.5,34,54,0.6296296296296297,2,3,0.6666666666666666,2,2,1.0,34,53,0.6415094339622641,3,5,0.6,1,1,1.0
L,Bevon Lewis,0,0,0,95,26,75,0.3466666666666667,60,113,0.5309734513274337,0,6,0.0,15,59,0.2542372881355932,6,9,0.6666666666666666,5,7,0.7142857142857143,21,69,0.30434782608695654,5,6,0.8333333333333334,0,0,0.0
W,Alexandr Romanov,0,1,0,231,6,7,0.8571428571428571,10,12,0.8333333333333334,2,5,0.4,3,3,1.0,1,2,0.5,2,2,1.0,0,0,0.0,3,4,0.75,3,3,1.0
L,Marcos Rogerio de Lima,0,0,0,0,18,29,0.6206896551724138,27,39,0.6923076923076923,0,0,0.0,7,17,0.4117647058823529,5,5,1.0,6,7,0.8571428571428571,12,22,0.5454545454545454,5,6,0.8333333333333334,1,1,1.0
W,Darren Elkins,0,1,0,454,32,72,0.4444444444444444,120,168,0.7142857142857143,7,21,0.3333333333333333,21,58,0.3620689655172414,10,13,0.7692307692307693,1,1,1.0,18,55,0.32727272727272727,12,15,0.8,2,2,1.0
L,Eduardo Garagorri,0,0,0,10,36,78,0.46153846153846156,48,90,0.5333333333333333,0,0,0.0,28,69,0.4057971014492754,8,9,0.8888888888888888,0,0,0.0,30,69,0.43478260869565216,3,4,0.75,3,5,0.6
W,Max Griffin,0,0,0,32,74,167,0.4431137724550898,82,175,0.4685714285714286,0,1,0.0,50,135,0.37037037037037035,14,21,0.6666666666666666,10,11,0.9090909090909091,73,166,0.4397590361445783,1,1,1.0,0,0,0.0
L,Ramiz Brahimaj,0,0,0,13,45,123,0.36585365853658536,46,124,0.3709677419354839,0,0,0.0,40,112,0.35714285714285715,3,9,0.3333333333333333,2,2,1.0,45,123,0.36585365853658536,0,0,0.0,0,0,0.0
W,Gustavo Lopez,0,1,0,66,26,43,0.6046511627906976,33,50,0.66,2,3,0.6666666666666666,17,33,0.5151515151515151,9,10,0.9,0,0,0.0,15,27,0.5555555555555556,5,7,0.7142857142857143,6,9,0.6666666666666666
L,Anthony Birchak,0,0,0,0,17,40,0.425,18,41,0.43902439024390244,0,0,0.0,8,27,0.2962962962962963,5,9,0.5555555555555556,4,4,1.0,12,33,0.36363636363636365,3,5,0.6,2,2,1.0
W,Uriah Hall,2,0,0,15,60,111,0.5405405405405406,61,112,0.5446428571428571,0,0,0.0,41,90,0.45555555555555555,10,12,0.8333333333333334,9,9,1.0,45,87,0.5172413793103449,0,0,0.0,15,24,0.625
L,Anderson Silva,0,0,0,31,53,110,0.4818181818181818,57,114,0.5,0,0,0.0,16,61,0.26229508196721313,18,28,0.6428571428571429,19,21,0.9047619047619048,51,107,0.4766355140186916,2,3,0.6666666666666666,0,0,0.0
